Name,CAS Number,SMILES,Formula,Category,Classification 1
metyrapone,54-36-4,CC(C)(C(=O)C1=CN=CC=C1)C1=CC=CN=C1,C14H14N2O,B2,Diagnostic Agents
mexiletine,31828-71-4,CC(N)COC1=C(C)C=CC=C1C,C11H17NO,B1,Cardiovascular System
mezlocillin,51481-65-3,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](NC(=O)N1CCN(C1=O)S(C)(=O)=O)C1=CC=CC=C1)C(O)=O,C21H25N5O8S2,B1,Antimicrobials
mianserin,24219-97-4,CN1CCN2C(C1)C1=CC=CC=C1CC1=CC=CC=C21,C18H20N2,B2,Central Nervous System
micafungin,235114-32-6,CCCCCOC1=CC=C(C=C1)C1=CC(=NO1)C1=CC=C(C=C1)C(=O)N[C@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC1=O)[C@@H](C)O)[C@H](O)[C@@H](O)C1=CC(OS(O)(=O)=O)=C(O)C=C1)[C@H](O)CC(N)=O,C56H71N9O23S,B3,Antimicrobials
miconazole,22916-47-8,ClC1=CC(Cl)=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,C18H14Cl4N2O,A,Drugs used in Dermatology
miconazole,22916-47-8,ClC1=CC(Cl)=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,C18H14Cl4N2O,A,Genitourinary System
midazolam,59467-70-8,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=C(C=CC(Cl)=C3)N12,C18H13ClFN3,C,Central Nervous System
midostaurin,120685-11-2,CO[C@@H]1[C@@H](C[C@H]2O[C@]1(C)N1C3=C(C=CC=C3)C3=C1C1=C(C4=C(C=CC=C4)N21)C1=C3CNC1=O)N(C)C(=O)C1=CC=CC=C1,C35H30N4O4,D,Antineoplastic Agents
miglitol,72432-03-2,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,C8H17NO5,B3,Endocrine System
miglustat,72599-27-0,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,C10H21NO4,D,Metabolism
milnacipran,92623-85-3,CCN(CC)C(=O)C1(CC1CN)C1=CC=CC=C1,C15H22N2O,B3,Central Nervous System
milrinone,78415-72-2,CC1=C(C=C(C#N)C(=O)N1)C1=CC=NC=C1,C12H9N3O,B3,Cardiovascular System
minocycline,10118-90-8,[H][C@@]12CC3=C(C(O)=CC=C3N(C)C)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2,C23H27N3O7,D,Antimicrobials
minoxidil,38304-91-5,NC1=CC(=NC(N)=[N+]1[O-])N1CCCCC1,C9H15N5O,C,Cardiovascular System
mirabegron,223673-61-8,NC1=NC(CC(=O)NC2=CC=C(CCNC[C@H](O)C3=CC=CC=C3)C=C2)=CS1,C21H24N4O2S,B3,Genitourinary System
mirtazapine,85650-52-8,CN1CCN2C(C1)C1=CC=CC=C1CC1=C2N=CC=C1,C17H19N3,B3,Central Nervous System
misoprostol,59122-46-2,CCCCC(C)(O)C\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,C22H38O5,X,Alimentary System
mitomycin,50-07-7,[H][C@]12CN3C4=C([C@@H](COC(N)=O)[C@@]3(OC)[C@@]1([H])N2)C(=O)C(N)=C(C)C4=O,C15H18N4O5,D,Antineoplastic Agents
mivacurium,133814-19-4,COC1=CC(C[C@@H]2C3=CC(OC)=C(OC)C=C3CC[N+]2(C)CCCOC(=O)CC\C=C\CCC(=O)OCCC[N+]2(C)CCC3=CC(OC)=C(OC)C=C3[C@H]2CC2=CC(OC)=C(OC)C(OC)=C2)=CC(OC)=C1OC,C58H80N2O14,B2,Drugs Used in Anaesthesia
moclobemide,71320-77-9,ClC1=CC=C(C=C1)C(=O)NCCN1CCOCC1,C13H17ClN2O2,B3,Central Nervous System
modafinil,68693-11-8,NC(=O)CS(=O)C(C1=CC=CC=C1)C1=CC=CC=C1,C15H15NO2S,D,Central Nervous System
molnupiravir,2349386-89-4,CC(C)C(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=C\C(NC1=O)=N\O,C13H19N3O7,D,Antimicrobials
mometasone,105102-22-5,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,C22H28Cl2O4,B3,Endocrine System
montelukast,158966-92-8,OC(=O)CC1(CC1)CS[C@H](CCC1=CC=CC=C1C(O)(C)C)C1=CC=CC(\C=C\C2=NC3=C(C=CC(Cl)=C3)C=C2)=C1,C35H36ClNO3S,B1,Respiratory System
morphine,57-27-2,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,C17H19NO3,C,Central Nervous System
moxifloxacin,151096-09-2,[H][C@]12CN(C[C@@]1([H])NCCC2)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1OC)C(O)=O,C21H24FN3O4,B3,Antimicrobials
moxonidine,75438-57-2,COC1=NC(C)=NC(Cl)=C1NC1=NCCN1,C9H12ClN5O,B3,Cardiovascular System
mupirocin,12650-69-0,C[C@H](O)[C@H](C)[C@@H]1O[C@H]1C[C@H]1CO[C@@H](C\C(C)=C\C(=O)OCCCCCCCCC(O)=O)[C@H](O)[C@@H]1O,C26H44O9,B1,Antimicrobials
mycophenolate mofetil,128794-94-5,COC1=C(C\C=C(/C)CCC(=O)OCCN2CCOCC2)C(O)=C2C(=O)OCC2=C1C,C23H31NO7,D,Allergy and Immune System
mycophenolic acid,24280-93-1,COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C,C17H20O6,D,Allergy and Immune System
nabumetone,42924-53-8,COC1=CC2=C(C=C1)C=C(CCC(C)=O)C=C2,C15H16O2,C,Musculoskeletal System
nadroparin,,nan,,C,Cardiovascular System
nafarelin,76932-56-4,CC(C)C[C@H](NC(=O)[C@@H](CC1=CC2=C(C=CC=C2)C=C1)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=CC=CC=C12)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,C66H83N17O13,D,Endocrine System
nalidixic acid,389-08-2,CCN1C=C(C(O)=O)C(=O)C2=C1N=C(C)C=C2,C12H12N2O3,A,Antimicrobials
naloxone,465-65-6,OC1=CC=C2C[C@H]3N(CC=C)CC[C@@]45[C@@H](OC1=C24)C(=O)CC[C@@]35O,C19H21NO4,B1,"Detoxifying Agents, Antidotes "
naltrexone,16590-41-3,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC3CC3)[C@]([H])(C4)[C@]1(O)CCC2=O,C20H23NO4,B3,Agents used in dependency states
nandrolone,434-22-0,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],C18H26O2,D,Endocrine System
naproxen,22204-53-1,COC1=CC2=C(C=C1)C=C(C=C2)[C@H](C)C(O)=O,C14H14O3,C,Musculoskeletal System
naratriptan,121679-13-8,CNS(=O)(=O)CCC1=CC2=C(NC=C2C2CCN(C)CC2)C=C1,C17H25N3O2S,B3,Cardiovascular System
nateglinide,105816-04-4,CC(C)[C@H]1CC[C@@H](CC1)C(=O)N[C@H](CC1=CC=CC=C1)C(O)=O,C19H27NO3,C,Endocrine System
nebivolol,118457-14-0,OC(CNCC(O)C1CCC2=C(O1)C=CC(F)=C2)C1CCC2=C(O1)C=CC(F)=C2,C22H25F2NO4,C,Cardiovascular System
nedocromil,69049-73-6,CCCC1=C2N(CC)C(=CC(=O)C2=CC2=C1OC(=CC2=O)C(O)=O)C(O)=O,C19H17NO7,B1,Respiratory System
nefazodone,83366-66-9,CCC1=NN(CCCN2CCN(CC2)C2=CC(Cl)=CC=C2)C(=O)N1CCOC1=CC=CC=C1,C25H32ClN5O2,B3,Central Nervous System
nelfinavir,159989-64-7,[H][C@@]12CCCC[C@]1([H])CN(C[C@@H](O)[C@H](CSC1=CC=CC=C1)NC(=O)C1=C(C)C(O)=CC=C1)[C@@H](C2)C(=O)NC(C)(C)C,C32H45N3O4S,B2,Antimicrobials
neomycin,1404-04-2,nan,,D,Antimicrobials
neostigmine,59-99-4,CN(C)C(=O)OC1=CC(=CC=C1)[N+](C)(C)C,C12H19N2O2,B2,Drugs Used in Myasthenia Gravis
nepafenac,78281-72-8,NC(=O)CC1=CC=CC(C(=O)C2=CC=CC=C2)=C1N,C15H14N2O2,C,Musculoskeletal System
neratinib,698387-09-6,CCOC1=C(NC(=O)\C=C\CN(C)C)C=C2C(NC3=CC=C(OCC4=CC=CC=N4)C(Cl)=C3)=C(C=NC2=C1)C#N,C30H29ClN6O3,D,Antineoplastic Agents
netilmicin,56391-56-1,CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O,C21H41N5O7,D,Antimicrobials
nevirapine,129618-40-2,CC1=C2NC(=O)C3=C(N=CC=C3)N(C3CC3)C2=NC=C1,C15H14N4O,B3,Antimicrobials
nicardipine,55985-32-5,COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OCCN(C)CC1=CC=CC=C1,C26H29N3O6,C,Cardiovascular System
nicorandil,65141-46-0,[O-][N+](=O)OCCNC(=O)C1=CC=CN=C1,C8H9N3O4,B3,Cardiovascular System
nicotine,54-11-5,CN1CCC[C@H]1C1=CN=CC=C1,C10H14N2,D,Agents used in dependency states
nicotinyl alcohol,100-55-0,OCC1=CC=CN=C1,C6H7NO,B1,Cardiovascular System
nifedipine,21829-25-4,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OC,C17H18N2O6,C,Cardiovascular System
nilotinib,641571-10-0,CC1=CN(C=N1)C1=CC(NC(=O)C2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)=CC(=C1)C(F)(F)F,C28H22F3N7O,D,Antineoplastic Agents
nimodipine,66085-59-4,COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C,C21H26N2O7,C,Cardiovascular System
niraparib,1038915-60-4,NC(=O)C1=CC=CC2=CN(N=C12)C1=CC=C(C=C1)[C@@H]1CCCNC1,C19H20N4O,D,Antineoplastic Agents
nirmatrelvir,2628280-40-8,[H][C@]12CN([C@H](C(=O)N[C@@H](C[C@]3([H])CCNC3=O)C#N)[C@@]1([H])C2(C)C)C(=O)[C@@H](NC(=O)C(F)(F)F)C(C)(C)C,C23H32F3N5O4,B3,Antimicrobials
nisoldipine,63675-72-9,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OCC(C)C,C20H24N2O6,C,Cardiovascular System
nitisinone,104206-65-7,[O-][N+](=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C1C(=O)CCCC1=O,C14H10F3NO5,B3,Metabolism
nitrazepam,146-22-5,[O-][N+](=O)C1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2)C=C1,C15H11N3O3,C,Central Nervous System
nizatidine,76963-41-2,CNC(NCCSCC1=CSC(CN(C)C)=N1)=C[N+]([O-])=O,C12H21N5O2S2,B3,Alimentary System
norethisterone,68-22-4,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],C20H26O2,D,Endocrine System
norfloxacin,70458-96-7,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,C16H18FN3O3,B3,Antimicrobials
nortriptyline,72-69-5,CNCCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,C19H21N,C,Central Nervous System
nystatin,1400-61-9,[H][C@]12C[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)\C=C\C=C\C=C\C=C\CC\C=C\C=C\[C@H](C)[C@@H](O)[C@@H](C)[C@H](C)OC(=O)C[C@H](O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@](O)(C[C@H](O)[C@H]1C(O)=O)O2,C47H75NO17,A,Antimicrobials
nystatin,1400-61-9,[H][C@]12C[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)\C=C\C=C\C=C\C=C\CC\C=C\C=C\[C@H](C)[C@@H](O)[C@@H](C)[C@H](C)OC(=O)C[C@H](O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@](O)(C[C@H](O)[C@H]1C(O)=O)O2,C47H75NO17,A,Genitourinary System
obeticholic acid,459789-99-2,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)[C@H](CC)[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O,C26H44O4,B1,Alimentary System
ofloxacin,82419-36-1,CC1COC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2N1CCN(C)CC1,C18H20FN3O4,B3,Antimicrobials
olanzapine,132539-06-1,CN1CCN(CC1)C1=NC2=CC=CC=C2NC2=C1C=C(C)S2,C17H20N4S,C,Central Nervous System
olaparib,763113-22-0,FC1=CC=C(CC2=NNC(=O)C3=CC=CC=C23)C=C1C(=O)N1CCN(CC1)C(=O)C1CC1,C24H23FN4O3,D,Antineoplastic Agents
olmesartan,144689-24-7,CCCC1=NC(=C(N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1)C(O)=O)C(C)(C)O,C24H26N6O3,D,Cardiovascular System
olopatadine,113806-05-6,CN(C)CC\C=C1\C2=CC=CC=C2COC2=C1C=C(CC(O)=O)C=C2,C21H23NO3,B1,Ophthalmic Drugs
olsalazine,15722-48-2,OC(=O)C1=CC(=CC=C1O)\N=N\C1=CC=C(O)C(=C1)C(O)=O,C14H10N2O6,C,Alimentary System
omeprazole,73590-58-6,COC1=CC2=C(C=C1)N=C(N2)S(=O)CC1=NC=C(C)C(OC)=C1C,C17H19N3O3S,B3,Alimentary System
ondansetron,99614-02-5,CN1C2=C(C3=CC=CC=C13)C(=O)C(CN1C=CN=C1C)CC2,C18H19N3O,B1,Central Nervous System
opicapone,923287-50-7,CC1=C(C2=NOC(=N2)C2=CC(=C(O)C(O)=C2)[N+]([O-])=O)C(Cl)=[N+]([O-])C(C)=C1Cl,C15H10Cl2N4O6,B2,Central Nervous System
orciprenaline,586-06-1,CC(C)NCC(O)C1=CC(O)=CC(O)=C1,C11H17NO3,A,Cardiovascular System
orlistat,96829-58-2,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,C29H53NO5,B1,Metabolism
orphenadrine,83-98-7,CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1C,C18H23NO,B2,Musculoskeletal System
oseltamivir,196618-13-0,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,C16H28N2O4,B1,Antimicrobials
osilodrostat,928134-65-0,FC1=C(C=CC(=C1)C#N)[C@H]1CCC2=CN=CN12,C13H10FN3,D,Endocrine System
osimertinib,1421373-65-0,COC1=C(NC2=NC=CC(=N2)C2=CN(C)C3=C2C=CC=C3)C=C(NC(=O)C=C)C(=C1)N(C)CCN(C)C,C28H33N7O2,D,Antineoplastic Agents
oxaliplatin,61825-94-3,[H][N]1([H])[C@@H]2CCCC[C@H]2[N]([H])([H])[Pt]11OC(=O)C(=O)O1,C8H14N2O4Pt,D,Antineoplastic Agents
oxandrolone,53-39-4,[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)OC[C@]12C,C19H30O3,D,Endocrine System
oxazepam,604-75-1,OC1N=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2,C15H11ClN2O2,C,Central Nervous System
oxcarbazepine,28721-07-5,NC(=O)N1C2=CC=CC=C2CC(=O)C2=C1C=CC=C2,C15H12N2O2,D,Central Nervous System
oxprenolol,6452-71-7,CC(C)NCC(O)COC1=CC=CC=C1OCC=C,C15H23NO3,C,Cardiovascular System
oxybuprocaine,99-43-4,CCCCOC1=CC(=CC=C1N)C(=O)OCCN(CC)CC,C17H28N2O3,D,Ophthalmic Drugs
oxybutynin,5633-20-5,CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1,C22H31NO3,B1,Genitourinary System
oxycodone,76-42-6,COC1=C2O[C@H]3C(=O)CC[C@@]4(O)[C@H]5CC(C=C1)=C2[C@@]34CCN5C,C18H21NO4,C,Central Nervous System
oxymetholone,434-07-1,[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)\C(C[C@]12C)=C/O,C21H32O3,D,Endocrine System
oxytetracycline,79-57-2,[H][C@@]12[C@@H](O)[C@@]3([H])C(C(=O)C4=C(C=CC=C4O)[C@@]3(C)O)=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C,C22H24N2O9,D,Antimicrobials
ozanimod,1306760-87-1,CC(C)OC1=C(C=C(C=C1)C1=NC(=NO1)C1=C2CC[C@H](NCCO)C2=CC=C1)C#N,C23H24N4O3,D,Allergy and Immune System
paclitaxel,33069-62-4,[H][C@]12[C@H](OC(=O)C3=CC=CC=C3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C4=CC=CC=C4)C(C)=C([C@@H](OC(C)=O)C(=O)[C@]1(C)[C@@H](O)C[C@H]1OC[C@@]21OC(C)=O)C3(C)C,C47H51NO14,D,Antineoplastic Agents
palbociclib,571190-30-2,CC(=O)C1=C(C)C2=CN=C(NC3=NC=C(C=C3)N3CCNCC3)N=C2N(C2CCCC2)C1=O,C24H29N7O2,D,Antineoplastic Agents
paliperidone,144598-75-4,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCC(O)C2=N1,C23H27FN4O3,C,Central Nervous System
palonosetron,135729-56-5,[H][C@]12CCCC3=C1C(=CC=C3)C(=O)N(C2)[C@@H]1CN2CCC1CC2,C19H24N2O,B1,Central Nervous System
pancuronium,16974-53-1,[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](OC(C)=O)[C@H](C[C@]12C)[N+]1(C)CCCCC1)[N+]1(C)CCCCC1,C35H60N2O4,B2,Drugs Used in Anaesthesia
panobinostat,404950-80-7,CC1=C(CCNCC2=CC=C(\C=C\C(=O)NO)C=C2)C2=CC=CC=C2N1,C21H23N3O2,D,Antineoplastic Agents
pantoprazole,102625-70-7,COC1=C(OC)C(CS(=O)C2=NC3=C(N2)C=C(OC(F)F)C=C3)=NC=C1,C16H15F2N3O4S,B3,Alimentary System
papaverine,58-74-2,COC1=C(OC)C=C(CC2=NC=CC3=CC(OC)=C(OC)C=C23)C=C1,C20H21NO4,B3,Cardiovascular System
papaverine,58-74-2,COC1=C(OC)C=C(CC2=NC=CC3=CC(OC)=C(OC)C=C23)C=C1,C20H21NO4,B3,Cholinergic and Anticholinergic Agents
paraldehyde,123-63-7,CC1OC(C)OC(C)O1,C6H12O3,D,Central Nervous System
parecoxib,198470-84-7,CCC(=O)NS(=O)(=O)C1=CC=C(C=C1)C1=C(C)ON=C1C1=CC=CC=C1,C19H18N2O4S,C,Musculoskeletal System
paricalcitol,131918-61-1,[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1C[C@@H](O)C[C@H](O)C1)[C@H](C)\C=C\[C@H](C)C(C)(C)O,C27H44O3,C,Endocrine System
paroxetine,61869-08-7,FC1=CC=C(C=C1)[C@@H]1CCNC[C@H]1COC1=CC2=C(OCO2)C=C1,C19H20FNO3,D,Central Nervous System
pazopanib,444731-52-6,CN(C1=CC2=NN(C)C(C)=C2C=C1)C1=CC=NC(NC2=CC=C(C)C(=C2)S(N)(=O)=O)=N1,C21H23N7O2S,D,Antineoplastic Agents
pemetrexed,137281-23-3,NC1=NC(=O)C2=C(NC=C2CCC2=CC=C(C=C2)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N1,C20H21N5O6,D,Antineoplastic Agents
pemigatinib,1513857-77-6,CCN1C(=O)N(CC2=CN=C3NC(CN4CCOCC4)=CC3=C12)C1=C(F)C(OC)=CC(OC)=C1F,C24H27F2N5O4,D,Antineoplastic Agents
penciclovir,39809-25-1,NC1=NC(=O)C2=C(N1)N(CCC(CO)CO)C=N2,C10H15N5O3,B1,Drugs used in Dermatology
penicillamine,52-67-5,[H][C@](N)(C(O)=O)C(C)(C)S,C5H11NO2S,D,"Detoxifying Agents, Antidotes "
penicillamine,52-67-5,[H][C@](N)(C(O)=O)C(C)(C)S,C5H11NO2S,D,Musculoskeletal System
pentamidine,100-33-4,NC(=N)C1=CC=C(OCCCCCOC2=CC=C(C=C2)C(N)=N)C=C1,C19H24N4O2,B3,Antimicrobials
pentastarch,9005-27-0,nan,,B3,Cardiovascular System
pentazocine,359-83-1,CC1C2CC3=C(C=C(O)C=C3)C1(C)CCN2CC=C(C)C,C19H27NO,C,Central Nervous System
pentoxifylline,06-05-6493,CN1C=NC2=C1C(=O)N(CCCCC(C)=O)C(=O)N2C,C13H18N4O3,B1,Cardiovascular System
peramivir,330600-85-6,[H][C@@]1([C@@H](NC(C)=O)C(CC)CC)[C@H](O)[C@H](C[C@H]1NC(N)=N)C(O)=O,C15H28N4O4,B3,Antimicrobials
perflutren,76-19-7,FC(F)(F)C(F)(F)C(F)(F)F,C3F8,B3,Diagnostic Agents
pergolide,66104-22-1,[H][C@@]12CC3=CNC4=CC=CC(=C34)[C@@]1([H])C[C@@H](CSC)CN2CCC,C19H26N2S,C,Central Nervous System
perhexiline,6621-47-2,C(C(C1CCCCC1)C1CCCCC1)C1CCCCN1,C19H35N,B2,Cardiovascular System
periciazine,2622-26-6,OC1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C#N)CC1,C21H23N3OS,C,Central Nervous System
perindopril,82834-16-0,[H][C@]12C[C@H](N(C(=O)[C@H](C)N[C@@H](CCC)C(=O)OCC)[C@@]1([H])CCCC2)C(O)=O,C19H32N2O5,D,Cardiovascular System
permethrin,52645-53-1,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCC1=CC(OC2=CC=CC=C2)=CC=C1,C21H20Cl2O3,B2,Drugs used in Dermatology
perphenazine,58-39-9,OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1,C21H26ClN3OS,C,Central Nervous System
phenelzine,51-71-8,NNCCC1=CC=CC=C1,C8H12N2,B3,Central Nervous System
phenindione,83-12-5,O=C1C(C(=O)C2=CC=CC=C12)C1=CC=CC=C1,C15H10O2,D,Cardiovascular System
pheniramine,86-21-5,CN(C)CCC(C1=CC=CC=C1)C1=CC=CC=N1,C16H20N2,A,Allergy and Immune System
phenobarbital,50-06-6,CCC1(C(=O)NC(=O)NC1=O)C1=CC=CC=C1,C12H12N2O3,D,Central Nervous System
phenolphthalein,77-09-8,OC1=CC=C(C=C1)C1(OC(=O)C2=CC=CC=C12)C1=CC=C(O)C=C1,C20H14O4,B2,Alimentary System
phenoperidine,562-26-5,CCOC(=O)C1(CCN(CCC(O)C2=CC=CC=C2)CC1)C1=CC=CC=C1,C23H29NO3,C,Central Nervous System
phenoxybenzamine,59-96-1,CC(COC1=CC=CC=C1)N(CCCl)CC1=CC=CC=C1,C18H22ClNO,B2,Cardiovascular System
phenoxymethylpenicillin,87-08-1,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)COC1=CC=CC=C1)C(O)=O,C16H18N2O5S,A,Antimicrobials
phensuximide,86-34-0,CN1C(=O)CC(C1=O)C1=CC=CC=C1,C11H11NO2,D,Central Nervous System
phentermine,122-09-8,CC(C)(N)CC1=CC=CC=C1,C10H15N,B2,Metabolism
phentolamine,50-60-2,CC1=CC=C(C=C1)N(CC1=NCCN1)C1=CC(O)=CC=C1,C17H19N3O,B1,Cardiovascular System
phenylbutazone,50-33-9,CCCCC1C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1,C19H20N2O2,C,Musculoskeletal System
phenylephrine,59-42-7,CNC[C@H](O)C1=CC(O)=CC=C1,C9H13NO2,B2,Cardiovascular System
phenylephrine,59-42-7,CNC[C@H](O)C1=CC(O)=CC=C1,C9H13NO2,B2,Respiratory System
phenylpropanolamine,14838-15-4,CC(N)C(O)C1=CC=CC=C1,C9H13NO,B2,Cardiovascular System
phenylpropanolamine,14838-15-4,CC(N)C(O)C1=CC=CC=C1,C9H13NO,B2,Respiratory System
pholcodine,509-67-1,[H][C@@]12OC3=C(OCCN4CCOCC4)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,C23H30N2O4,A,Respiratory System
physostigmine,57-47-6,[H][C@]12N(C)CC[C@@]1(C)C1=C(C=CC(OC(=O)NC)=C1)N2C,C15H21N3O2,C,Musculoskeletal System
pilocarpine,92-13-7,CC[C@H]1[C@@H](CC2=CN=CN2C)COC1=O,C11H16N2O2,B3,Ophthalmic Drugs
pimecrolimus,137071-32-0,[H][C@]1(CC[C@H](Cl)[C@@H](C1)OC)\C=C(/C)[C@@]1([H])OC(=O)[C@]2([H])CCCCN2C(=O)C(=O)[C@]2(O)O[C@@]([H])([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC)C(=O)C[C@H](O)[C@H]1C)OC,C43H68ClNO11,B3,Drugs used in Dermatology
pimozide,2062-78-4,FC1=CC=C(C=C1)C(CCCN1CCC(CC1)N1C(=O)NC2=CC=CC=C12)C1=CC=C(F)C=C1,C28H29F2N3O,C,Central Nervous System
pindolol,13523-86-9,CC(C)NCC(O)COC1=CC=CC2=C1C=CN2,C14H20N2O2,C,Cardiovascular System
pioglitazone,111025-46-8,CCC1=CN=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1,C19H20N2O3S,B3,Endocrine System
pipecuronium,68399-58-6,[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](OC(C)=O)[C@H](C[C@]12C)N1CC[N+](C)(C)CC1)N1CC[N+](C)(C)CC1,C35H62N4O4,C,Drugs Used in Anaesthesia
piperacillin,66258-76-2,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](NC(=O)N1CCN(CC)C(=O)C1=O)C1=CC=CC=C1)C(O)=O,C23H27N5O7S,B1,Antimicrobials
piperonyl butoxide,51-03-6,CCCCOCCOCCOCC1=CC2=C(OCO2)C=C1CCC,C19H30O5,B3,Drugs used in Dermatology
pirfenidone,53179-13-8,CC1=CN(C(=O)C=C1)C1=CC=CC=C1,C12H11NO,B3,Respiratory System
